"States with No Income Tax","States with a Flat Income Tax","States with a Graduated-Rate Income Tax"
"Alaska, Florida, Nevada, New Hampshire, South Dakota, Tennessee, Texas, and Wyoming","Arizona, Colorado, Georgia, Idaho, Illinois, Indiana, Iowa, Kentucky, Louisiana, Michigan, Mississippi, North Carolina, Pennsylvania, Utah, Washington*","Alabama, Arkansas, California, Connecticut, Delaware, Hawaii, Kansas, Maine, Maryland, Massachusetts, Minnesota, Missouri, Montana, Nebraska, New Jersey, New Mexico, New York, North Dakota, Ohio, Oklahoma, Oregon, Rhode Island, South Carolina, Vermont, Virginia, West Virginia, Wisconsin, Washington DC"

